GENE	ENSG
AC073850.1	ENSG00000229436
LINC00366	ENSG00000229437
THEMIS3P	ENSG00000229442
LINC00433	ENSG00000229443
AL451062.1	ENSG00000229444
AC114495.2	ENSG00000229447
CPVL-AS1	ENSG00000229452
SPINK8	ENSG00000229453
AL157882.1	ENSG00000229454
RPS10P18	ENSG00000229455
RLIMP1	ENSG00000229456
LINC01789	ENSG00000229457
AC010157.1	ENSG00000229458
AC023669.1	ENSG00000229459
AC127383.1	ENSG00000229462
LYST-AS1	ENSG00000229463
LINC02627	ENSG00000229466
RPL39P18	ENSG00000229468
RGS17P1	ENSG00000229473
PATL2	ENSG00000229474
ENSG00000229481	ENSG00000229481
LINC00362	ENSG00000229483
LINC02766	ENSG00000229484
KSR1P1	ENSG00000229485
ALG13-AS1	ENSG00000229487
AC136489.1	ENSG00000229491
FO681548.1	ENSG00000229492
AC012494.2	ENSG00000229494
AL450327.1	ENSG00000229495
AC005189.1	ENSG00000229497
AC105053.1	ENSG00000229498
RPL17P1	ENSG00000229500
AL391863.1	ENSG00000229502
AC092155.2	ENSG00000229503
PHKG1P4	ENSG00000229508
GAS2L1P1	ENSG00000229511
AC068580.1	ENSG00000229512
FLT1P1	ENSG00000229515
UBE2V1P3	ENSG00000229518
AL591866.1	ENSG00000229519
LINC00404	ENSG00000229520
MYCBP2-AS2	ENSG00000229521
LINC01523	ENSG00000229522
AC053503.1	ENSG00000229525
KRT16P4	ENSG00000229526
AC119677.1	ENSG00000229528
Z99127.1	ENSG00000229531
AC003986.1	ENSG00000229533
HNRNPA1P53	ENSG00000229534
LINC02572	ENSG00000229536
LINC01739	ENSG00000229537
AL353194.1	ENSG00000229539
GAPDHP26	ENSG00000229541
AC010163.1	ENSG00000229543
NKX1-2	ENSG00000229544
LINC00428	ENSG00000229546
UBE2DNL	ENSG00000229547
TSPY8	ENSG00000229549
AC012445.1	ENSG00000229550
ENSG00000229556	ENSG00000229556
LINC00379	ENSG00000229557
SACS-AS1	ENSG00000229558
AL353597.2	ENSG00000229559
LINC01204	ENSG00000229563
LINC02264	ENSG00000229565
AL139421.1	ENSG00000229567
SMC4P1	ENSG00000229568
AL356753.1	ENSG00000229569
GAPDHP58	ENSG00000229570
LINC00358	ENSG00000229578
AL358074.1	ENSG00000229582
RPL21P44	ENSG00000229585
TNPO1P3	ENSG00000229586
AL158825.2	ENSG00000229587
AL596087.2	ENSG00000229588
ACVR2B-AS1	ENSG00000229589
MSX2P1	ENSG00000229590
AC006017.1	ENSG00000229591
SUCLA2P3	ENSG00000229593
AL159987.2	ENSG00000229594
PRDX3P1	ENSG00000229598
LINC00411	ENSG00000229599
AL391336.1	ENSG00000229600
AL590762.4	ENSG00000229601
MTATP8P2	ENSG00000229604
RPL21P93	ENSG00000229605
LINC01718	ENSG00000229606
GOLGA2P4	ENSG00000229608
LINC01079	ENSG00000229609
LINC02851	ENSG00000229611
LINC01501	ENSG00000229613
AC011287.1	ENSG00000229618
MBNL1-AS1	ENSG00000229619
LINC01822	ENSG00000229621
METTL21AP1	ENSG00000229623
AC016877.1	ENSG00000229625
BSNDP4	ENSG00000229627
AC073115.1	ENSG00000229628
LINC01264	ENSG00000229630
AL137159.2	ENSG00000229635
KRT8P21	ENSG00000229636
PRAC2	ENSG00000229637
RPL4P4	ENSG00000229638
LINC01758	ENSG00000229639
AC087857.1	ENSG00000229642
NAMPTP1	ENSG00000229644
AL109914.1	ENSG00000229646
MYOSLID	ENSG00000229647
RPSAP22	ENSG00000229648
LINC02681	ENSG00000229649
LINC02526	ENSG00000229654
ITGB1-DT	ENSG00000229656
AL391822.1	ENSG00000229657
RPL26P6	ENSG00000229659
AC004975.2	ENSG00000229660
BUD31P2	ENSG00000229661
DPY19L4P1	ENSG00000229663
AL137186.1	ENSG00000229664
MAST4-AS1	ENSG00000229666
AL133384.1	ENSG00000229668
PKP4P1	ENSG00000229670
LINC01150	ENSG00000229671
AL450322.2	ENSG00000229672
H2AL1RP	ENSG00000229674
ZNF492	ENSG00000229676
AC018644.1	ENSG00000229677
AC007327.2	ENSG00000229679
AL049745.2	ENSG00000229687
CRPPA-AS1	ENSG00000229688
AC009237.3	ENSG00000229689
SOS1-IT1	ENSG00000229692
AL158071.1	ENSG00000229694
AC011242.1	ENSG00000229695
FAM242E	ENSG00000229697
AL161636.1	ENSG00000229699
AL008627.1	ENSG00000229700
ENSG00000229702	ENSG00000229702
LYPD9P	ENSG00000229703
EIF2S2P2	ENSG00000229704
AL512366.1	ENSG00000229711
EEF1DP3	ENSG00000229715
AC110615.1	ENSG00000229717
MIR194-2HG	ENSG00000229719
AL109924.1	ENSG00000229720
AC104115.1	ENSG00000229721
AL078590.1	ENSG00000229722
LINC01054	ENSG00000229723
AC013460.1	ENSG00000229727
AL136531.1	ENSG00000229728
ENSG00000229729	ENSG00000229729
AC107613.1	ENSG00000229731
AL096803.2	ENSG00000229739
U91324.1	ENSG00000229740
LINC01159	ENSG00000229743
AL445687.2	ENSG00000229747
COTL1P1	ENSG00000229749
AC096649.2	ENSG00000229750
AC044781.1	ENSG00000229751
RPL7P10	ENSG00000229752
CXCR2P1	ENSG00000229754
AL121910.1	ENSG00000229755
AL031736.2	ENSG00000229757
DYNLT3P2	ENSG00000229758
MRPS18AP1	ENSG00000229759
RPS20P1	ENSG00000229761
AC092647.3	ENSG00000229762
AL021396.1	ENSG00000229766
TRBV10-2	ENSG00000229769
AL022337.1	ENSG00000229770
AL035665.1	ENSG00000229771
AC018866.2	ENSG00000229774
LINC02624	ENSG00000229775
AC016751.1	ENSG00000229779
UBE2Q1-AS1	ENSG00000229780
AC013444.1	ENSG00000229781
AC118754.1	ENSG00000229782
SNRPFP2	ENSG00000229786
AL356259.1	ENSG00000229791
LINC00399	ENSG00000229792
RPS21P1	ENSG00000229795
AC140481.1	ENSG00000229797
KRT18P26	ENSG00000229798
ATP8A2P2	ENSG00000229800
LINC01813	ENSG00000229805
RPS15P5	ENSG00000229806
XIST	ENSG00000229807
AL391825.1	ENSG00000229808
ZNF688	ENSG00000229809
DDX50P1	ENSG00000229816
CR391992.1	ENSG00000229820
AC103925.1	ENSG00000229821
AL353691.1	ENSG00000229822
ENSG00000229825	ENSG00000229825
AC093899.1	ENSG00000229827
PDE4DIPP1	ENSG00000229828
AC108039.2	ENSG00000229831
AL360091.1	ENSG00000229832
PET100	ENSG00000229833
KHSRPP1	ENSG00000229835
AL671883.1	ENSG00000229836
AC018462.1	ENSG00000229839
AC099788.1	ENSG00000229846
EMX2OS	ENSG00000229847
AC139149.1	ENSG00000229848
AC019205.1	ENSG00000229852
AL034418.1	ENSG00000229853
AL357936.1	ENSG00000229854
AC008568.1	ENSG00000229855
AL353637.1	ENSG00000229857
AC016831.2	ENSG00000229858
PGA3	ENSG00000229859
AL121972.1	ENSG00000229862
AC097358.1	ENSG00000229863
RPL31P54	ENSG00000229865
STEAP3-AS1	ENSG00000229867
AL359878.2	ENSG00000229869
RPL21P89	ENSG00000229870
RPSAP20	ENSG00000229871
OGFR-AS1	ENSG00000229873
EIF1P1	ENSG00000229875
CASC20	ENSG00000229876
AC091685.1	ENSG00000229881
AL450469.1	ENSG00000229882
AC068533.2	ENSG00000229886
LINC01315	ENSG00000229891
AC005091.1	ENSG00000229893
GK3P	ENSG00000229894
AL157373.2	ENSG00000229896
SEPTIN7P7	ENSG00000229897
HSPD1P21	ENSG00000229900
FOXO6-AS1	ENSG00000229901
AL669831.2	ENSG00000229905
TRIM60P16	ENSG00000229909
AC128709.1	ENSG00000229912
AL360295.1	ENSG00000229913
AL138899.2	ENSG00000229914
AC016999.1	ENSG00000229915
RPL7P46	ENSG00000229917
DOCK9-AS1	ENSG00000229918
RPS4XP5	ENSG00000229920
KIF25-AS1	ENSG00000229921
LINC02865	ENSG00000229922
AL583803.1	ENSG00000229923
FAM90A26	ENSG00000229924
AP001043.1	ENSG00000229925
AL591424.1	ENSG00000229926
RHEBP1	ENSG00000229927
LINC00400	ENSG00000229928
AC138393.2	ENSG00000229930
ATXN1-AS1	ENSG00000229931
YWHAZP3	ENSG00000229932
PRPS1L1	ENSG00000229937
MYO16-AS2	ENSG00000229938
AL589880.1	ENSG00000229939
TSPY22P	ENSG00000229940
AC012499.1	ENSG00000229941
EIF4EP2	ENSG00000229944
ENSG00000229947	ENSG00000229947
B3GALNT1P1	ENSG00000229948
TFAP2A-AS1	ENSG00000229950
AC104695.2	ENSG00000229951
AL590666.2	ENSG00000229953
Z98749.1	ENSG00000229955
ZRANB2-AS2	ENSG00000229956
AL031687.1	ENSG00000229957
AL590483.1	ENSG00000229960
AL357143.1	ENSG00000229961
AP000221.1	ENSG00000229962
AC080129.1	ENSG00000229964
AL359704.1	ENSG00000229965
MAGEA4-AS1	ENSG00000229967
AL136982.2	ENSG00000229969
AC007128.1	ENSG00000229970
AL022313.3	ENSG00000229971
IQCF3	ENSG00000229972
LIPT1P1	ENSG00000229975
AL118523.1	ENSG00000229976
AC243428.1	ENSG00000229979
TOB1-AS1	ENSG00000229980
LINC01435	ENSG00000229981
AL606468.1	ENSG00000229983
AP001042.2	ENSG00000229986
HBBP1	ENSG00000229988
MIR181A1HG	ENSG00000229989
AC022400.2	ENSG00000229990
AKR1B1P1	ENSG00000229991
HMGB3P9	ENSG00000229992
RPL5P4	ENSG00000229994
AC093585.1	ENSG00000229996
AL022238.2	ENSG00000229999
AC006455.5	ENSG00000230000
AL359095.1	ENSG00000230001
ALMS1-IT1	ENSG00000230002
SNAP47-AS1	ENSG00000230005
ANKRD36BP2	ENSG00000230006
MTCO2P3	ENSG00000230009
AL049646.1	ENSG00000230010
CTSLP4	ENSG00000230011
CT70	ENSG00000230013
AL365184.2	ENSG00000230015
PPIAP39	ENSG00000230018
NHS-AS1	ENSG00000230020
AL669831.3	ENSG00000230021
FNTAP2	ENSG00000230022
LINC02800	ENSG00000230023
ENSG00000230024	ENSG00000230024
AL357556.1	ENSG00000230026
AC092813.2	ENSG00000230027
AL353742.1	ENSG00000230030
AC006357.1	ENSG00000230033
IGSF21-AS1	ENSG00000230035
UBBP1	ENSG00000230037
LINC00364	ENSG00000230040
AK3P3	ENSG00000230042
AC110754.1	ENSG00000230044
BIRC6-AS1	ENSG00000230046
AC017104.2	ENSG00000230047
AL020994.2	ENSG00000230051
AC093578.1	ENSG00000230053
TEX53	ENSG00000230054
DDX6P1	ENSG00000230056
ENSG00000230058	ENSG00000230058
TRPM2-AS	ENSG00000230061
ANKRD66	ENSG00000230062
AL360091.2	ENSG00000230063
AC010974.1	ENSG00000230065
HSPD1P6	ENSG00000230067
CDC42-IT1	ENSG00000230068
LRRC37A15P	ENSG00000230069
RPL4P6	ENSG00000230071
AL162231.2	ENSG00000230074
RPL10P6	ENSG00000230076
MTAPP2	ENSG00000230077
STK24P1	ENSG00000230079
AC139143.1	ENSG00000230080
PRRT3-AS1	ENSG00000230082
AC006059.1	ENSG00000230084
VN1R96P	ENSG00000230086
KRT16P5	ENSG00000230088
AC108025.1	ENSG00000230090
TMEM254-AS1	ENSG00000230091
AL669831.4	ENSG00000230092
TCERG1L-AS1	ENSG00000230098
TRBV5-4	ENSG00000230099
AL606490.3	ENSG00000230100
LINC02028	ENSG00000230102
AC018712.1	ENSG00000230104
AL354793.1	ENSG00000230105
AL022316.1	ENSG00000230107
LINC02643	ENSG00000230109
AL157398.1	ENSG00000230112
AC138207.1	ENSG00000230113
AGBL4-AS1	ENSG00000230114
TPRG1-AS2	ENSG00000230115
AC092569.1	ENSG00000230118
AL008723.1	ENSG00000230120
AL445070.1	ENSG00000230121
ECEL1P3	ENSG00000230122
DLEC1P1	ENSG00000230123
ACBD6	ENSG00000230124
FGF12-AS2	ENSG00000230126
LINC02641	ENSG00000230131
LINC01721	ENSG00000230133
LINC02812	ENSG00000230138
NPAS2-AS1	ENSG00000230140
LINC01075	ENSG00000230142
AL158071.2	ENSG00000230147
HOXB-AS1	ENSG00000230148
AL021707.3	ENSG00000230149
AC018463.1	ENSG00000230154
CEP250-AS1	ENSG00000230155
LINC00443	ENSG00000230156
ATP5MC1P1	ENSG00000230157
BX119904.2	ENSG00000230159
AC004854.1	ENSG00000230160
CT45A11P	ENSG00000230162
AL122010.1	ENSG00000230163
MAS1LP1	ENSG00000230164
AURKAP2	ENSG00000230165
HNRNPA1P28	ENSG00000230170
RPL22P18	ENSG00000230171
AC090957.1	ENSG00000230172
LINC01149	ENSG00000230174
AL451074.4	ENSG00000230175
LINC01433	ENSG00000230176
ENSG00000230177	ENSG00000230177
CNOT6LP1	ENSG00000230183
SMYD3-IT1	ENSG00000230184
C9orf147	ENSG00000230185
AC246680.1	ENSG00000230186
AL158156.1	ENSG00000230188
AC008267.2	ENSG00000230189
AC005518.1	ENSG00000230190
AC006970.1	ENSG00000230191
DDX43P3	ENSG00000230196
RPL37P4	ENSG00000230198
ATP6V0CP1	ENSG00000230201
AL450405.1	ENSG00000230202
Z99714.1	ENSG00000230203
FTH1P5	ENSG00000230204
AL359382.1	ENSG00000230205
RPL4P5	ENSG00000230207
AP000688.1	ENSG00000230212
LINC01840	ENSG00000230215
HSPB1P2	ENSG00000230216
FAM92A1P2	ENSG00000230219
AL157384.1	ENSG00000230221
ATXN8OS	ENSG00000230223
PHBP9	ENSG00000230224
MTND5P14	ENSG00000230225
AL121829.1	ENSG00000230226
SIAH1P1	ENSG00000230227
H3P1	ENSG00000230228
AC010163.2	ENSG00000230229
FMO7P	ENSG00000230231
AF240627.1	ENSG00000230233
AL162582.1	ENSG00000230234
BX284668.3	ENSG00000230239
SPATA31C1	ENSG00000230246
Z98742.1	ENSG00000230248
LINC01753	ENSG00000230250
PHBP4	ENSG00000230251
MTND2P4	ENSG00000230252
NFE4	ENSG00000230257
AC005208.1	ENSG00000230258
LINC02603	ENSG00000230262
XXYLT1-AS2	ENSG00000230266
HERC2P4	ENSG00000230267
SSU72P8	ENSG00000230268
LINC02525	ENSG00000230269
AC023141.5	ENSG00000230271
AC087163.1	ENSG00000230273
PGAM1P3	ENSG00000230274
HNRNPA1P59	ENSG00000230280
AL160275.2	ENSG00000230284
AC092807.2	ENSG00000230285
AC013472.1	ENSG00000230286
AL445928.1	ENSG00000230287
AL358781.2	ENSG00000230289
ARMC2-AS1	ENSG00000230290
AC078817.1	ENSG00000230291
NAALADL2-AS3	ENSG00000230292
LINC02370	ENSG00000230294
GTF2IP23	ENSG00000230295
AL590068.2	ENSG00000230298
AC093162.1	ENSG00000230299
STARD13-IT1	ENSG00000230300
AL353743.2	ENSG00000230303
CICP6	ENSG00000230304
AC004980.3	ENSG00000230305
BANF1P2	ENSG00000230306
AL121718.1	ENSG00000230309
AC010422.1	ENSG00000230310
TOMM20P4	ENSG00000230311
AC234782.1	ENSG00000230312
HCG24	ENSG00000230313
ELOVL2-AS1	ENSG00000230314
FEZF1-AS1	ENSG00000230316
LINC01284	ENSG00000230317
AL022476.1	ENSG00000230319
BEND7P1	ENSG00000230320
MTCO2P27	ENSG00000230321
AL136320.1	ENSG00000230322
LINC00159	ENSG00000230323
LINC01734	ENSG00000230324
AL359921.1	ENSG00000230325
MTCO1P42	ENSG00000230327
AL359893.1	ENSG00000230328
AC004160.1	ENSG00000230333
EXOSC10-AS1	ENSG00000230337
MTND4P19	ENSG00000230338
AC015818.1	ENSG00000230339
FANCD2P2	ENSG00000230342
ENSG00000230345	ENSG00000230345
RPL35AP3	ENSG00000230350
AL035250.2	ENSG00000230352
AC114755.3	ENSG00000230353
AC009474.2	ENSG00000230355
NCAPD2P1	ENSG00000230356
SPDYE21P	ENSG00000230358
TPI1P2	ENSG00000230359
DDX10P2	ENSG00000230360
VN1R32P	ENSG00000230361
ACTG1P23	ENSG00000230362
RPL4P3	ENSG00000230364
AL451129.1	ENSG00000230365
DSCR9	ENSG00000230366
FAM41C	ENSG00000230368
KARS1P2	ENSG00000230371
ENSG00000230372	ENSG00000230372
GOLGA6L5P	ENSG00000230373
AP000146.1	ENSG00000230379
AL136376.1	ENSG00000230381
AC009245.1	ENSG00000230383
AC104057.1	ENSG00000230386
AL118508.1	ENSG00000230387
LINC01048	ENSG00000230390
AC004835.1	ENSG00000230392
AC092667.1	ENSG00000230393
ENSG00000230394	ENSG00000230394
AC092651.1	ENSG00000230395
SPTLC1P1	ENSG00000230397
HINT2P1	ENSG00000230398
RBBP8P1	ENSG00000230399
LINC01747	ENSG00000230400
LINC01972	ENSG00000230401
LINC01349	ENSG00000230402
LINC01066	ENSG00000230403
AL161640.2	ENSG00000230404
BZW1-AS1	ENSG00000230408
TCEA1P2	ENSG00000230409
OR3D1P	ENSG00000230411
LINC01786	ENSG00000230415
LINC00595	ENSG00000230417
AL672310.1	ENSG00000230423
EMC1-AS1	ENSG00000230424
RSU1P1	ENSG00000230425
ERVMER61-1	ENSG00000230426
ALG14-AS1	ENSG00000230427
AL049542.2	ENSG00000230428
AC114803.1	ENSG00000230432
AL031770.1	ENSG00000230433
LINC01650	ENSG00000230434
AC004160.2	ENSG00000230435
AL136460.1	ENSG00000230437
SERPINB9P1	ENSG00000230438
ENSG00000230439	ENSG00000230439
AL391119.1	ENSG00000230440
ASB15-AS1	ENSG00000230442
TFAMP1	ENSG00000230444
LRRC37A6P	ENSG00000230445
CTF2P	ENSG00000230447
RPL7P4	ENSG00000230449
NEK2P4	ENSG00000230450
RPS29P6	ENSG00000230451
LINC01381	ENSG00000230452
ANKRD18B	ENSG00000230453
U73166.1	ENSG00000230454
PA2G4P4	ENSG00000230457
AC060773.1	ENSG00000230459
PROX1-AS1	ENSG00000230461
AL078645.1	ENSG00000230470
AP000532.2	ENSG00000230471
AL135908.1	ENSG00000230472
AC005034.2	ENSG00000230477
AP000695.1	ENSG00000230479
AC093142.1	ENSG00000230480
ATP5MC2P3	ENSG00000230482
OR51A10P	ENSG00000230484
AC000077.1	ENSG00000230485
PSMG3-AS1	ENSG00000230487
VAV3-AS1	ENSG00000230489
AL139383.1	ENSG00000230490
AC234781.4	ENSG00000230491
AL049651.1	ENSG00000230492
AL132765.1	ENSG00000230495
EEF1B2P8	ENSG00000230497
AL035409.1	ENSG00000230498
AC108463.2	ENSG00000230499
MKX-AS1	ENSG00000230500
ANKRD30BP3	ENSG00000230501
AL354824.1	ENSG00000230506
RPL19P21	ENSG00000230508
PPP5D1	ENSG00000230510
THAP7-AS1	ENSG00000230513
AC092580.2	ENSG00000230515
AL589642.2	ENSG00000230516
HMGB1P49	ENSG00000230519
AL645929.1	ENSG00000230521
LINC01756	ENSG00000230523
COL6A4P1	ENSG00000230524
LINC01799	ENSG00000230525
AC073370.1	ENSG00000230526
NOS2P3	ENSG00000230528
LIMD1-AS1	ENSG00000230530
AL356234.2	ENSG00000230533
AL392046.1	ENSG00000230534
BASP1P1	ENSG00000230535
AL360268.1	ENSG00000230536
AL158071.3	ENSG00000230537
AOAH-IT1	ENSG00000230539
LINC00102	ENSG00000230542
HMGB1P11	ENSG00000230547
ERLNC1	ENSG00000230550
AC021078.1	ENSG00000230551
AC092162.2	ENSG00000230552
AL450326.1	ENSG00000230555
CCDC192	ENSG00000230561
FAM133DP	ENSG00000230562
AL121757.1	ENSG00000230563
CALM1P2	ENSG00000230564
ZNF32-AS2	ENSG00000230565
SF3A3P1	ENSG00000230568
AC114763.2	ENSG00000230569
AL139095.3	ENSG00000230570
AC113347.1	ENSG00000230571
AC027612.2	ENSG00000230572
LINC02639	ENSG00000230573
AC013286.1	ENSG00000230575
OR6R1P	ENSG00000230576
AC021016.1	ENSG00000230580
ACTG1P14	ENSG00000230581
GTF2IRD1P1	ENSG00000230583
PHBP12	ENSG00000230585
LINC02580	ENSG00000230587
FTX	ENSG00000230590
RPSAP8	ENSG00000230592
PPIAP40	ENSG00000230593
RSL24D1P2	ENSG00000230595
GPAA1P2	ENSG00000230596
AL136164.1	ENSG00000230597
AL645937.3	ENSG00000230598
AC018495.1	ENSG00000230599
AC073188.3	ENSG00000230600
TEX48	ENSG00000230601
AC011753.1	ENSG00000230603
TSEN15P2	ENSG00000230604
AC092683.1	ENSG00000230606
AC005722.1	ENSG00000230607
HMGB1P27	ENSG00000230611
AC004039.1	ENSG00000230612
HM13-AS1	ENSG00000230613
AL139220.2	ENSG00000230615
UQCRHP1	ENSG00000230622
AC104461.1	ENSG00000230623
AC011005.1	ENSG00000230626
Z97205.1	ENSG00000230627
AL160408.3	ENSG00000230628
RPS23P8	ENSG00000230629
DNM3OS	ENSG00000230630
AL353152.1	ENSG00000230631
CYP4F60P	ENSG00000230635
AL022324.1	ENSG00000230637
AL445933.1	ENSG00000230638
VN1R36P	ENSG00000230639
USP12-AS2	ENSG00000230641
LINC01818	ENSG00000230645
KLF2P2	ENSG00000230646
AC022816.1	ENSG00000230647
AL138831.1	ENSG00000230648
AC024084.2	ENSG00000230649
AC140479.2	ENSG00000230650
RGPD4-AS1	ENSG00000230651
OR7E55P	ENSG00000230655
PRB4	ENSG00000230657
KLHL7-DT	ENSG00000230658
AL451074.5	ENSG00000230659
YY1P1	ENSG00000230661
FAM224B	ENSG00000230663
THAP12P1	ENSG00000230665
CEACAM22P	ENSG00000230666
SETSIP	ENSG00000230667
AL844175.1	ENSG00000230668
PABPC1P3	ENSG00000230673
AL353803.2	ENSG00000230676
ENO1-AS1	ENSG00000230679
AC004869.1	ENSG00000230680
DDTP1	ENSG00000230683
AL158207.2	ENSG00000230684
AC067945.2	ENSG00000230686
AC013402.1	ENSG00000230690
AC012462.3	ENSG00000230695
AC011753.2	ENSG00000230696
SAP18P3	ENSG00000230697
AC105935.2	ENSG00000230698
AL645608.2	ENSG00000230699
FBXW4P1	ENSG00000230701
AC107081.1	ENSG00000230702
MYOM3-AS1	ENSG00000230703
AL021940.1	ENSG00000230704
AL589987.1	ENSG00000230707
AC104024.1	ENSG00000230709
LINC00332	ENSG00000230710
CTAGE13P	ENSG00000230711
GGTLC4P	ENSG00000230712
AC018638.2	ENSG00000230715
KRT8P7	ENSG00000230716
LINC02644	ENSG00000230720
AL049597.1	ENSG00000230721
LINC01001	ENSG00000230724
AL035252.3	ENSG00000230725
AL590093.1	ENSG00000230728
AL160270.1	ENSG00000230729
AC074011.1	ENSG00000230730
AL589745.1	ENSG00000230731
AC016949.1	ENSG00000230732
AC092171.2	ENSG00000230733
RPL10P3	ENSG00000230734
AC093423.2	ENSG00000230735
AL021937.1	ENSG00000230736
AC106870.2	ENSG00000230737
AL392003.2	ENSG00000230739
Z82173.1	ENSG00000230741
AC006007.1	ENSG00000230746
AC021188.1	ENSG00000230747
AL157714.1	ENSG00000230748
MEIS1-AS2	ENSG00000230749
AC007036.2	ENSG00000230751
ZNF341-AS1	ENSG00000230753
RHOQP3	ENSG00000230756
SNAP23P1	ENSG00000230758
MTND1P4	ENSG00000230764
LINC01676	ENSG00000230768
Z98048.1	ENSG00000230769
VN1R108P	ENSG00000230772
AC092650.1	ENSG00000230773
RPS29P5	ENSG00000230777
ANKRD63	ENSG00000230778
AL161636.2	ENSG00000230779
Z83820.1	ENSG00000230781
AL807761.4	ENSG00000230782
AC009961.3	ENSG00000230783
PSAT1P3	ENSG00000230787
ARHGAP26-IT1	ENSG00000230789
AC012456.2	ENSG00000230790
SMARCE1P5	ENSG00000230793
AF015720.1	ENSG00000230794
HLA-K	ENSG00000230795
AC064862.1	ENSG00000230796
YY2	ENSG00000230797
FOXD3-AS1	ENSG00000230798
AC007279.1	ENSG00000230799
AC097532.1	ENSG00000230803
C2orf27AP3	ENSG00000230804
AL132709.7	ENSG00000230805
SRGAP2-AS1	ENSG00000230806
AC099535.1	ENSG00000230807
ENSG00000230812	ENSG00000230812
AL807757.1	ENSG00000230815
LINC01362	ENSG00000230817
AC245291.2	ENSG00000230821
CBX1P1	ENSG00000230823
AC005532.1	ENSG00000230825
AL390774.2	ENSG00000230826
AC025181.1	ENSG00000230829
ARPP21-AS1	ENSG00000230830
AC241584.1	ENSG00000230832
RPEP3	ENSG00000230833
AC068580.2	ENSG00000230834
AP001187.1	ENSG00000230835
LINC01293	ENSG00000230836
RPL31P2	ENSG00000230837
LINC01614	ENSG00000230838
ENSG00000230839	ENSG00000230839
RPL23AP15	ENSG00000230841
AL139824.1	ENSG00000230843
ZNF674-AS1	ENSG00000230844
GSTA10P	ENSG00000230845
AL158154.2	ENSG00000230846
OCLNP1	ENSG00000230847
AL360268.2	ENSG00000230848
GOT2P2	ENSG00000230849
LINC02857	ENSG00000230852
CCNB1IP1P2	ENSG00000230860
AL137803.1	ENSG00000230863
AC099567.1	ENSG00000230864
LINC02558	ENSG00000230866
AL157884.1	ENSG00000230867
AGAP10P	ENSG00000230869
FBXW11P1	ENSG00000230870
MFSD13B	ENSG00000230872
STMND1	ENSG00000230873
LINC00486	ENSG00000230876
AL445933.2	ENSG00000230881
AC005077.4	ENSG00000230882
LINC00692	ENSG00000230891
AL133284.1	ENSG00000230894
AL604028.1	ENSG00000230896
RPS18P12	ENSG00000230897
AL596087.3	ENSG00000230898
MAGEA8-AS1	ENSG00000230899
FAM204CP	ENSG00000230902
AL591074.1	ENSG00000230908
AL391807.1	ENSG00000230910
PPIHP1	ENSG00000230911
AL021707.4	ENSG00000230912
NPM1P51	ENSG00000230913
AC004840.1	ENSG00000230914
MTCO1P53	ENSG00000230916
DPP4-DT	ENSG00000230918
AL513422.1	ENSG00000230920
HAO2-IT1	ENSG00000230921
AL079301.1	ENSG00000230922
LINC00309	ENSG00000230923
TMBIM7P	ENSG00000230927
AL139241.1	ENSG00000230928
AC099513.1	ENSG00000230929
AL355306.1	ENSG00000230932
AC073347.1	ENSG00000230936
MIR205HG	ENSG00000230937
ENSG00000230939	ENSG00000230939
HMGN1P5	ENSG00000230942
LINC02541	ENSG00000230943
AC026202.1	ENSG00000230944
LINC01507	ENSG00000230945
HNRNPA1P68	ENSG00000230946
AP000356.1	ENSG00000230947
AP001331.1	ENSG00000230948
GPS2P2	ENSG00000230951
AC099344.1	ENSG00000230952
AC099677.1	ENSG00000230953
AL109910.1	ENSG00000230960
LINC01520	ENSG00000230962
AC233266.1	ENSG00000230964
SNX18P13	ENSG00000230965
AL133387.2	ENSG00000230967
AC084149.1	ENSG00000230968
LINC02090	ENSG00000230969
HHATL-AS1	ENSG00000230970
AC005703.1	ENSG00000230971
AP001116.1	ENSG00000230972
LINC00160	ENSG00000230978
AC079250.1	ENSG00000230979
RPL36AP39	ENSG00000230980
DSTNP1	ENSG00000230982
RPL23AP11	ENSG00000230988
HSBP1	ENSG00000230989
AL049649.1	ENSG00000230990
AC092625.1	ENSG00000230991
FAM201B	ENSG00000230992
RPL12P15	ENSG00000230993
RAB42P1	ENSG00000230997
ENSG00000230998	ENSG00000230998
MTND5P8	ENSG00000230999
CECR9	ENSG00000231004
RPL7P32	ENSG00000231006
CDC20P1	ENSG00000231007
CUBNP1	ENSG00000231009
AL121672.1	ENSG00000231010
AC013275.1	ENSG00000231013
AL049594.1	ENSG00000231015
LINC00373	ENSG00000231019
LINC00326	ENSG00000231023
AC092431.1	ENSG00000231024
ENSG00000231025	ENSG00000231025
ENSG00000231027	ENSG00000231027
LINC00271	ENSG00000231028
LINC01804	ENSG00000231031
RPL7L1P9	ENSG00000231035
AL355303.1	ENSG00000231039
LINC01911	ENSG00000231040
AC007238.1	ENSG00000231043
AL360227.1	ENSG00000231046
GCNT1P3	ENSG00000231047
OR52B5P	ENSG00000231049
AL109917.1	ENSG00000231050
AL353614.1	ENSG00000231052
AC093833.1	ENSG00000231054
LINC02522	ENSG00000231056
AC096637.3	ENSG00000231057
LINC00395	ENSG00000231061
AC103563.2	ENSG00000231062
AC006994.1	ENSG00000231063
AC234582.1	ENSG00000231064
NPM1P9	ENSG00000231066
BX842568.3	ENSG00000231069
AL133396.1	ENSG00000231071
AL590133.1	ENSG00000231073
HCG18	ENSG00000231074
